Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities
2505,,Belgium,2020-03-05,50,0
2506,,Belgium,2020-03-06,109,0
2507,,Belgium,2020-03-07,169,0
2508,,Belgium,2020-03-08,200,0
2509,,Belgium,2020-03-09,239,0
2510,,Belgium,2020-03-10,267,0
2511,,Belgium,2020-03-11,314,3
2512,,Belgium,2020-03-12,314,3
2513,,Belgium,2020-03-13,559,3
2514,,Belgium,2020-03-14,689,4
2515,,Belgium,2020-03-15,886,4
2516,,Belgium,2020-03-16,1058,5
2517,,Belgium,2020-03-17,1243,10
2518,,Belgium,2020-03-18,1486,14
2519,,Belgium,2020-03-19,1795,21
2520,,Belgium,2020-03-20,2257,37
2521,,Belgium,2020-03-21,2815,67
2522,,Belgium,2020-03-22,3401,75
2523,,Belgium,2020-03-23,3743,88
2524,,Belgium,2020-03-24,4269,122
2525,,Belgium,2020-03-25,4937,178
2526,,Belgium,2020-03-26,6235,220
2527,,Belgium,2020-03-27,7284,289
2528,,Belgium,2020-03-28,9134,353
2529,,Belgium,2020-03-29,10836,431
2530,,Belgium,2020-03-30,11899,513
2531,,Belgium,2020-03-31,12775,705
2532,,Belgium,2020-04-01,13964,828
2533,,Belgium,2020-04-02,15348,1011
2534,,Belgium,2020-04-03,16770,1143
2535,,Belgium,2020-04-04,18431,1283
2569,,Belize,2020-01-22,0,0
2570,,Belize,2020-01-23,0,0
2571,,Belize,2020-01-24,0,0
2572,,Belize,2020-01-25,0,0
2573,,Belize,2020-01-26,0,0
2574,,Belize,2020-01-27,0,0
2575,,Belize,2020-01-28,0,0
2576,,Belize,2020-01-29,0,0
2577,,Belize,2020-01-30,0,0
2578,,Belize,2020-01-31,0,0
2579,,Belize,2020-02-01,0,0
2580,,Belize,2020-02-02,0,0
2581,,Belize,2020-02-03,0,0
2582,,Belize,2020-02-04,0,0
2583,,Belize,2020-02-05,0,0
2584,,Belize,2020-02-06,0,0
2585,,Belize,2020-02-07,0,0
2586,,Belize,2020-02-08,0,0
2587,,Belize,2020-02-09,0,0
2588,,Belize,2020-02-10,0,0
2589,,Belize,2020-02-11,0,0
2590,,Belize,2020-02-12,0,0
2591,,Belize,2020-02-13,0,0
2592,,Belize,2020-02-14,0,0
2593,,Belize,2020-02-15,0,0
2594,,Belize,2020-02-16,0,0
2595,,Belize,2020-02-17,0,0
2596,,Belize,2020-02-18,0,0
2597,,Belize,2020-02-19,0,0
2598,,Belize,2020-02-20,0,0
2599,,Belize,2020-02-21,0,0
2600,,Belize,2020-02-22,0,0
2601,,Belize,2020-02-23,0,0
2602,,Belize,2020-02-24,0,0
2603,,Belize,2020-02-25,0,0
2604,,Belize,2020-02-26,0,0
2605,,Belize,2020-02-27,0,0
2606,,Belize,2020-02-28,0,0
2607,,Belize,2020-02-29,0,0
2608,,Belize,2020-03-01,0,0
2609,,Belize,2020-03-02,0,0
2610,,Belize,2020-03-03,0,0
2611,,Belize,2020-03-04,0,0
2612,,Belize,2020-03-05,0,0
2613,,Belize,2020-03-06,0,0
2614,,Belize,2020-03-07,0,0
2615,,Belize,2020-03-08,0,0
2616,,Belize,2020-03-09,0,0
2617,,Belize,2020-03-10,0,0
2618,,Belize,2020-03-11,0,0
2619,,Belize,2020-03-12,0,0
2620,,Belize,2020-03-13,0,0
2621,,Belize,2020-03-14,0,0
2622,,Belize,2020-03-15,0,0
2623,,Belize,2020-03-16,0,0
2624,,Belize,2020-03-17,0,0
2625,,Belize,2020-03-18,0,0
2626,,Belize,2020-03-19,0,0
2627,,Belize,2020-03-20,0,0
2628,,Belize,2020-03-21,0,0
2629,,Belize,2020-03-22,0,0
2630,,Belize,2020-03-23,1,0
2631,,Belize,2020-03-24,1,0
2632,,Belize,2020-03-25,2,0
2633,,Belize,2020-03-26,2,0
2634,,Belize,2020-03-27,2,0
2635,,Belize,2020-03-28,2,0
2636,,Belize,2020-03-29,2,0
2637,,Belize,2020-03-30,3,0
2638,,Belize,2020-03-31,3,0
2639,,Belize,2020-04-01,3,0
2640,,Belize,2020-04-02,3,0
2641,,Belize,2020-04-03,4,0
2642,,Belize,2020-04-04,4,0
2676,,Benin,2020-01-22,0,0
2677,,Benin,2020-01-23,0,0
2678,,Benin,2020-01-24,0,0
2679,,Benin,2020-01-25,0,0
2680,,Benin,2020-01-26,0,0
2681,,Benin,2020-01-27,0,0
2682,,Benin,2020-01-28,0,0
2683,,Benin,2020-01-29,0,0
2684,,Benin,2020-01-30,0,0
2685,,Benin,2020-01-31,0,0
2686,,Benin,2020-02-01,0,0
2687,,Benin,2020-02-02,0,0
2688,,Benin,2020-02-03,0,0
2689,,Benin,2020-02-04,0,0
2690,,Benin,2020-02-05,0,0
2691,,Benin,2020-02-06,0,0
2692,,Benin,2020-02-07,0,0
2693,,Benin,2020-02-08,0,0
2694,,Benin,2020-02-09,0,0
2695,,Benin,2020-02-10,0,0
2696,,Benin,2020-02-11,0,0
2697,,Benin,2020-02-12,0,0
2698,,Benin,2020-02-13,0,0
2699,,Benin,2020-02-14,0,0
2700,,Benin,2020-02-15,0,0
2701,,Benin,2020-02-16,0,0
2702,,Benin,2020-02-17,0,0
2703,,Benin,2020-02-18,0,0
2704,,Benin,2020-02-19,0,0
2705,,Benin,2020-02-20,0,0
2706,,Benin,2020-02-21,0,0
2707,,Benin,2020-02-22,0,0
2708,,Benin,2020-02-23,0,0
2709,,Benin,2020-02-24,0,0
2710,,Benin,2020-02-25,0,0
2711,,Benin,2020-02-26,0,0
2712,,Benin,2020-02-27,0,0
2713,,Benin,2020-02-28,0,0
2714,,Benin,2020-02-29,0,0
2715,,Benin,2020-03-01,0,0
2716,,Benin,2020-03-02,0,0
2717,,Benin,2020-03-03,0,0
2718,,Benin,2020-03-04,0,0
2719,,Benin,2020-03-05,0,0
2720,,Benin,2020-03-06,0,0
2721,,Benin,2020-03-07,0,0
2722,,Benin,2020-03-08,0,0
2723,,Benin,2020-03-09,0,0
2724,,Benin,2020-03-10,0,0
2725,,Benin,2020-03-11,0,0
2726,,Benin,2020-03-12,0,0
2727,,Benin,2020-03-13,0,0
2728,,Benin,2020-03-14,0,0
2729,,Benin,2020-03-15,0,0
2730,,Benin,2020-03-16,1,0
2731,,Benin,2020-03-17,1,0
2732,,Benin,2020-03-18,2,0
2733,,Benin,2020-03-19,2,0
2734,,Benin,2020-03-20,2,0
2735,,Benin,2020-03-21,2,0
2736,,Benin,2020-03-22,2,0
2737,,Benin,2020-03-23,5,0
2738,,Benin,2020-03-24,6,0
2739,,Benin,2020-03-25,6,0
2740,,Benin,2020-03-26,6,0
2741,,Benin,2020-03-27,6,0
2742,,Benin,2020-03-28,6,0
2743,,Benin,2020-03-29,6,0
2744,,Benin,2020-03-30,6,0
2745,,Benin,2020-03-31,9,0
2746,,Benin,2020-04-01,13,0
2747,,Benin,2020-04-02,13,0
2748,,Benin,2020-04-03,16,0
2749,,Benin,2020-04-04,16,0
2783,,Bhutan,2020-01-22,0,0
2784,,Bhutan,2020-01-23,0,0
2785,,Bhutan,2020-01-24,0,0
2786,,Bhutan,2020-01-25,0,0
2787,,Bhutan,2020-01-26,0,0
2788,,Bhutan,2020-01-27,0,0
2789,,Bhutan,2020-01-28,0,0
2790,,Bhutan,2020-01-29,0,0
2791,,Bhutan,2020-01-30,0,0
2792,,Bhutan,2020-01-31,0,0
2793,,Bhutan,2020-02-01,0,0
2794,,Bhutan,2020-02-02,0,0
2795,,Bhutan,2020-02-03,0,0
2796,,Bhutan,2020-02-04,0,0
2797,,Bhutan,2020-02-05,0,0
2798,,Bhutan,2020-02-06,0,0
2799,,Bhutan,2020-02-07,0,0
2800,,Bhutan,2020-02-08,0,0
2801,,Bhutan,2020-02-09,0,0
2802,,Bhutan,2020-02-10,0,0
2803,,Bhutan,2020-02-11,0,0
2804,,Bhutan,2020-02-12,0,0
2805,,Bhutan,2020-02-13,0,0
2806,,Bhutan,2020-02-14,0,0
2807,,Bhutan,2020-02-15,0,0
2808,,Bhutan,2020-02-16,0,0
2809,,Bhutan,2020-02-17,0,0
2810,,Bhutan,2020-02-18,0,0
2811,,Bhutan,2020-02-19,0,0
2812,,Bhutan,2020-02-20,0,0
2813,,Bhutan,2020-02-21,0,0
2814,,Bhutan,2020-02-22,0,0
2815,,Bhutan,2020-02-23,0,0
2816,,Bhutan,2020-02-24,0,0
2817,,Bhutan,2020-02-25,0,0
2818,,Bhutan,2020-02-26,0,0
2819,,Bhutan,2020-02-27,0,0
2820,,Bhutan,2020-02-28,0,0
2821,,Bhutan,2020-02-29,0,0
2822,,Bhutan,2020-03-01,0,0
2823,,Bhutan,2020-03-02,0,0
2824,,Bhutan,2020-03-03,0,0
2825,,Bhutan,2020-03-04,0,0
2826,,Bhutan,2020-03-05,0,0
2827,,Bhutan,2020-03-06,1,0
2828,,Bhutan,2020-03-07,1,0
2829,,Bhutan,2020-03-08,1,0
2830,,Bhutan,2020-03-09,1,0
2831,,Bhutan,2020-03-10,1,0
2832,,Bhutan,2020-03-11,1,0
2833,,Bhutan,2020-03-12,1,0
2834,,Bhutan,2020-03-13,1,0
2835,,Bhutan,2020-03-14,1,0
2836,,Bhutan,2020-03-15,1,0
2837,,Bhutan,2020-03-16,1,0
2838,,Bhutan,2020-03-17,1,0
2839,,Bhutan,2020-03-18,1,0
2840,,Bhutan,2020-03-19,1,0
2841,,Bhutan,2020-03-20,2,0
2842,,Bhutan,2020-03-21,2,0
2843,,Bhutan,2020-03-22,2,0
2844,,Bhutan,2020-03-23,2,0
2845,,Bhutan,2020-03-24,2,0
2846,,Bhutan,2020-03-25,2,0
2847,,Bhutan,2020-03-26,2,0
2848,,Bhutan,2020-03-27,3,0
2849,,Bhutan,2020-03-28,3,0
2850,,Bhutan,2020-03-29,4,0
2851,,Bhutan,2020-03-30,4,0
2852,,Bhutan,2020-03-31,4,0
2853,,Bhutan,2020-04-01,4,0
2854,,Bhutan,2020-04-02,5,0
2855,,Bhutan,2020-04-03,5,0
2856,,Bhutan,2020-04-04,5,0
2890,,Bolivia,2020-01-22,0,0
2891,,Bolivia,2020-01-23,0,0
2892,,Bolivia,2020-01-24,0,0
2893,,Bolivia,2020-01-25,0,0
2894,,Bolivia,2020-01-26,0,0
2895,,Bolivia,2020-01-27,0,0
2896,,Bolivia,2020-01-28,0,0
2897,,Bolivia,2020-01-29,0,0
2898,,Bolivia,2020-01-30,0,0
2899,,Bolivia,2020-01-31,0,0
2900,,Bolivia,2020-02-01,0,0
2901,,Bolivia,2020-02-02,0,0
2902,,Bolivia,2020-02-03,0,0
2903,,Bolivia,2020-02-04,0,0
2904,,Bolivia,2020-02-05,0,0
2905,,Bolivia,2020-02-06,0,0
2906,,Bolivia,2020-02-07,0,0
2907,,Bolivia,2020-02-08,0,0
2908,,Bolivia,2020-02-09,0,0
2909,,Bolivia,2020-02-10,0,0
2910,,Bolivia,2020-02-11,0,0
2911,,Bolivia,2020-02-12,0,0
2912,,Bolivia,2020-02-13,0,0
2913,,Bolivia,2020-02-14,0,0
2914,,Bolivia,2020-02-15,0,0
2915,,Bolivia,2020-02-16,0,0
2916,,Bolivia,2020-02-17,0,0
2917,,Bolivia,2020-02-18,0,0
2918,,Bolivia,2020-02-19,0,0
2919,,Bolivia,2020-02-20,0,0
2920,,Bolivia,2020-02-21,0,0
2921,,Bolivia,2020-02-22,0,0
2922,,Bolivia,2020-02-23,0,0
2923,,Bolivia,2020-02-24,0,0
2924,,Bolivia,2020-02-25,0,0
2925,,Bolivia,2020-02-26,0,0
2926,,Bolivia,2020-02-27,0,0
2927,,Bolivia,2020-02-28,0,0
2928,,Bolivia,2020-02-29,0,0
2929,,Bolivia,2020-03-01,0,0
2930,,Bolivia,2020-03-02,0,0
2931,,Bolivia,2020-03-03,0,0
2932,,Bolivia,2020-03-04,0,0
2933,,Bolivia,2020-03-05,0,0
2934,,Bolivia,2020-03-06,0,0
2935,,Bolivia,2020-03-07,0,0
2936,,Bolivia,2020-03-08,0,0
2937,,Bolivia,2020-03-09,0,0
2938,,Bolivia,2020-03-10,0,0
2939,,Bolivia,2020-03-11,2,0
2940,,Bolivia,2020-03-12,2,0
2941,,Bolivia,2020-03-13,3,0
2942,,Bolivia,2020-03-14,10,0
2943,,Bolivia,2020-03-15,10,0
2944,,Bolivia,2020-03-16,11,0
2945,,Bolivia,2020-03-17,11,0
2946,,Bolivia,2020-03-18,12,0
2947,,Bolivia,2020-03-19,12,0
2948,,Bolivia,2020-03-20,15,0
2949,,Bolivia,2020-03-21,19,0
2950,,Bolivia,2020-03-22,24,0
2951,,Bolivia,2020-03-23,27,0
2952,,Bolivia,2020-03-24,29,0
2953,,Bolivia,2020-03-25,32,0
2954,,Bolivia,2020-03-26,43,0
2955,,Bolivia,2020-03-27,61,0
2956,,Bolivia,2020-03-28,74,0
2957,,Bolivia,2020-03-29,81,1
2958,,Bolivia,2020-03-30,97,4
2959,,Bolivia,2020-03-31,107,6
2960,,Bolivia,2020-04-01,115,7
2961,,Bolivia,2020-04-02,123,8
2962,,Bolivia,2020-04-03,132,9
2963,,Bolivia,2020-04-04,139,10
2997,,Bosnia and Herzegovina,2020-01-22,0,0
2998,,Bosnia and Herzegovina,2020-01-23,0,0
2999,,Bosnia and Herzegovina,2020-01-24,0,0
3000,,Bosnia and Herzegovina,2020-01-25,0,0
3001,,Bosnia and Herzegovina,2020-01-26,0,0
3002,,Bosnia and Herzegovina,2020-01-27,0,0
3003,,Bosnia and Herzegovina,2020-01-28,0,0
3004,,Bosnia and Herzegovina,2020-01-29,0,0
3005,,Bosnia and Herzegovina,2020-01-30,0,0
3006,,Bosnia and Herzegovina,2020-01-31,0,0
3007,,Bosnia and Herzegovina,2020-02-01,0,0
3008,,Bosnia and Herzegovina,2020-02-02,0,0
3009,,Bosnia and Herzegovina,2020-02-03,0,0
3010,,Bosnia and Herzegovina,2020-02-04,0,0
3011,,Bosnia and Herzegovina,2020-02-05,0,0
3012,,Bosnia and Herzegovina,2020-02-06,0,0
3013,,Bosnia and Herzegovina,2020-02-07,0,0
3014,,Bosnia and Herzegovina,2020-02-08,0,0
3015,,Bosnia and Herzegovina,2020-02-09,0,0
3016,,Bosnia and Herzegovina,2020-02-10,0,0
3017,,Bosnia and Herzegovina,2020-02-11,0,0
3018,,Bosnia and Herzegovina,2020-02-12,0,0
3019,,Bosnia and Herzegovina,2020-02-13,0,0
3020,,Bosnia and Herzegovina,2020-02-14,0,0
3021,,Bosnia and Herzegovina,2020-02-15,0,0
3022,,Bosnia and Herzegovina,2020-02-16,0,0
3023,,Bosnia and Herzegovina,2020-02-17,0,0
3024,,Bosnia and Herzegovina,2020-02-18,0,0
3025,,Bosnia and Herzegovina,2020-02-19,0,0
3026,,Bosnia and Herzegovina,2020-02-20,0,0
3027,,Bosnia and Herzegovina,2020-02-21,0,0
3028,,Bosnia and Herzegovina,2020-02-22,0,0
3029,,Bosnia and Herzegovina,2020-02-23,0,0
3030,,Bosnia and Herzegovina,2020-02-24,0,0
3031,,Bosnia and Herzegovina,2020-02-25,0,0
3032,,Bosnia and Herzegovina,2020-02-26,0,0
3033,,Bosnia and Herzegovina,2020-02-27,0,0
3034,,Bosnia and Herzegovina,2020-02-28,0,0
3035,,Bosnia and Herzegovina,2020-02-29,0,0
3036,,Bosnia and Herzegovina,2020-03-01,0,0
3037,,Bosnia and Herzegovina,2020-03-02,0,0
3038,,Bosnia and Herzegovina,2020-03-03,0,0
3039,,Bosnia and Herzegovina,2020-03-04,0,0
3040,,Bosnia and Herzegovina,2020-03-05,2,0
3041,,Bosnia and Herzegovina,2020-03-06,2,0
3042,,Bosnia and Herzegovina,2020-03-07,3,0
3043,,Bosnia and Herzegovina,2020-03-08,3,0
3044,,Bosnia and Herzegovina,2020-03-09,3,0
3045,,Bosnia and Herzegovina,2020-03-10,5,0
3046,,Bosnia and Herzegovina,2020-03-11,7,0
3047,,Bosnia and Herzegovina,2020-03-12,11,0
3048,,Bosnia and Herzegovina,2020-03-13,13,0
3049,,Bosnia and Herzegovina,2020-03-14,18,0
3050,,Bosnia and Herzegovina,2020-03-15,24,0
3051,,Bosnia and Herzegovina,2020-03-16,25,0
3052,,Bosnia and Herzegovina,2020-03-17,26,0
3053,,Bosnia and Herzegovina,2020-03-18,38,0
3054,,Bosnia and Herzegovina,2020-03-19,63,0
3055,,Bosnia and Herzegovina,2020-03-20,89,0
3056,,Bosnia and Herzegovina,2020-03-21,93,1
3057,,Bosnia and Herzegovina,2020-03-22,126,1
3058,,Bosnia and Herzegovina,2020-03-23,136,1
3059,,Bosnia and Herzegovina,2020-03-24,166,3
3060,,Bosnia and Herzegovina,2020-03-25,176,3
3061,,Bosnia and Herzegovina,2020-03-26,191,3
3062,,Bosnia and Herzegovina,2020-03-27,237,4
3063,,Bosnia and Herzegovina,2020-03-28,258,5
3064,,Bosnia and Herzegovina,2020-03-29,323,6
3065,,Bosnia and Herzegovina,2020-03-30,368,10
3066,,Bosnia and Herzegovina,2020-03-31,420,13
3067,,Bosnia and Herzegovina,2020-04-01,459,13
3068,,Bosnia and Herzegovina,2020-04-02,533,16
3069,,Bosnia and Herzegovina,2020-04-03,579,17
3070,,Bosnia and Herzegovina,2020-04-04,624,21
3104,,Botswana,2020-01-22,0,0
3105,,Botswana,2020-01-23,0,0
3106,,Botswana,2020-01-24,0,0
3107,,Botswana,2020-01-25,0,0
3108,,Botswana,2020-01-26,0,0
3109,,Botswana,2020-01-27,0,0
3110,,Botswana,2020-01-28,0,0
3111,,Botswana,2020-01-29,0,0
3112,,Botswana,2020-01-30,0,0
3113,,Botswana,2020-01-31,0,0
3114,,Botswana,2020-02-01,0,0
3115,,Botswana,2020-02-02,0,0
3116,,Botswana,2020-02-03,0,0
3117,,Botswana,2020-02-04,0,0
3118,,Botswana,2020-02-05,0,0
3119,,Botswana,2020-02-06,0,0
3120,,Botswana,2020-02-07,0,0
3121,,Botswana,2020-02-08,0,0
3122,,Botswana,2020-02-09,0,0
3123,,Botswana,2020-02-10,0,0
3124,,Botswana,2020-02-11,0,0
3125,,Botswana,2020-02-12,0,0
3126,,Botswana,2020-02-13,0,0
3127,,Botswana,2020-02-14,0,0
3128,,Botswana,2020-02-15,0,0
3129,,Botswana,2020-02-16,0,0
3130,,Botswana,2020-02-17,0,0
3131,,Botswana,2020-02-18,0,0
3132,,Botswana,2020-02-19,0,0
3133,,Botswana,2020-02-20,0,0
3134,,Botswana,2020-02-21,0,0
3135,,Botswana,2020-02-22,0,0
3136,,Botswana,2020-02-23,0,0
3137,,Botswana,2020-02-24,0,0
3138,,Botswana,2020-02-25,0,0
3139,,Botswana,2020-02-26,0,0
3140,,Botswana,2020-02-27,0,0
3141,,Botswana,2020-02-28,0,0
3142,,Botswana,2020-02-29,0,0
3143,,Botswana,2020-03-01,0,0
3144,,Botswana,2020-03-02,0,0
3145,,Botswana,2020-03-03,0,0
3146,,Botswana,2020-03-04,0,0
3147,,Botswana,2020-03-05,0,0
3148,,Botswana,2020-03-06,0,0
3149,,Botswana,2020-03-07,0,0
3150,,Botswana,2020-03-08,0,0
3151,,Botswana,2020-03-09,0,0
3152,,Botswana,2020-03-10,0,0
3153,,Botswana,2020-03-11,0,0
3154,,Botswana,2020-03-12,0,0
3155,,Botswana,2020-03-13,0,0
3156,,Botswana,2020-03-14,0,0
3157,,Botswana,2020-03-15,0,0
3158,,Botswana,2020-03-16,0,0
3159,,Botswana,2020-03-17,0,0
3160,,Botswana,2020-03-18,0,0
3161,,Botswana,2020-03-19,0,0
3162,,Botswana,2020-03-20,0,0
3163,,Botswana,2020-03-21,0,0
3164,,Botswana,2020-03-22,0,0
3165,,Botswana,2020-03-23,0,0
3166,,Botswana,2020-03-24,0,0
3167,,Botswana,2020-03-25,0,0
3168,,Botswana,2020-03-26,0,0
3169,,Botswana,2020-03-27,0,0
3170,,Botswana,2020-03-28,0,0
3171,,Botswana,2020-03-29,0,0
3172,,Botswana,2020-03-30,3,0
3173,,Botswana,2020-03-31,4,1
3174,,Botswana,2020-04-01,4,1
3175,,Botswana,2020-04-02,4,1
3176,,Botswana,2020-04-03,4,1
3177,,Botswana,2020-04-04,4,1
3211,,Brazil,2020-01-22,0,0
3212,,Brazil,2020-01-23,0,0
3213,,Brazil,2020-01-24,0,0
3214,,Brazil,2020-01-25,0,0
3215,,Brazil,2020-01-26,0,0
3216,,Brazil,2020-01-27,0,0
3217,,Brazil,2020-01-28,0,0
3218,,Brazil,2020-01-29,0,0
3219,,Brazil,2020-01-30,0,0
3220,,Brazil,2020-01-31,0,0
3221,,Brazil,2020-02-01,0,0
3222,,Brazil,2020-02-02,0,0
3223,,Brazil,2020-02-03,0,0
3224,,Brazil,2020-02-04,0,0
3225,,Brazil,2020-02-05,0,0
3226,,Brazil,2020-02-06,0,0
3227,,Brazil,2020-02-07,0,0
3228,,Brazil,2020-02-08,0,0
3229,,Brazil,2020-02-09,0,0
3230,,Brazil,2020-02-10,0,0
3231,,Brazil,2020-02-11,0,0
3232,,Brazil,2020-02-12,0,0
3233,,Brazil,2020-02-13,0,0
3234,,Brazil,2020-02-14,0,0
3235,,Brazil,2020-02-15,0,0
3236,,Brazil,2020-02-16,0,0
3237,,Brazil,2020-02-17,0,0
3238,,Brazil,2020-02-18,0,0
3239,,Brazil,2020-02-19,0,0
3240,,Brazil,2020-02-20,0,0
3241,,Brazil,2020-02-21,0,0
3242,,Brazil,2020-02-22,0,0
3243,,Brazil,2020-02-23,0,0
3244,,Brazil,2020-02-24,0,0
3245,,Brazil,2020-02-25,0,0
3246,,Brazil,2020-02-26,1,0
3247,,Brazil,2020-02-27,1,0
3248,,Brazil,2020-02-28,1,0
3249,,Brazil,2020-02-29,2,0
3250,,Brazil,2020-03-01,2,0
3251,,Brazil,2020-03-02,2,0
3252,,Brazil,2020-03-03,2,0
3253,,Brazil,2020-03-04,4,0
3254,,Brazil,2020-03-05,4,0
3255,,Brazil,2020-03-06,13,0
3256,,Brazil,2020-03-07,13,0
3257,,Brazil,2020-03-08,20,0
3258,,Brazil,2020-03-09,25,0
3259,,Brazil,2020-03-10,31,0
3260,,Brazil,2020-03-11,38,0
3261,,Brazil,2020-03-12,52,0
3262,,Brazil,2020-03-13,151,0
3263,,Brazil,2020-03-14,151,0
3264,,Brazil,2020-03-15,162,0
3265,,Brazil,2020-03-16,200,0
3266,,Brazil,2020-03-17,321,1
3267,,Brazil,2020-03-18,372,3
3268,,Brazil,2020-03-19,621,6
3269,,Brazil,2020-03-20,793,11
3270,,Brazil,2020-03-21,1021,15
3271,,Brazil,2020-03-22,1546,25
3272,,Brazil,2020-03-23,1924,34
3273,,Brazil,2020-03-24,2247,46
3274,,Brazil,2020-03-25,2554,59
3275,,Brazil,2020-03-26,2985,77
3276,,Brazil,2020-03-27,3417,92
3277,,Brazil,2020-03-28,3904,111
3278,,Brazil,2020-03-29,4256,136
3279,,Brazil,2020-03-30,4579,159
3280,,Brazil,2020-03-31,5717,201
3281,,Brazil,2020-04-01,6836,240
3282,,Brazil,2020-04-02,8044,324
3283,,Brazil,2020-04-03,9056,359
3284,,Brazil,2020-04-04,10360,445
3318,,Brunei,2020-01-22,0,0
3319,,Brunei,2020-01-23,0,0
3320,,Brunei,2020-01-24,0,0
3321,,Brunei,2020-01-25,0,0
3322,,Brunei,2020-01-26,0,0
3323,,Brunei,2020-01-27,0,0
3324,,Brunei,2020-01-28,0,0
3325,,Brunei,2020-01-29,0,0
3326,,Brunei,2020-01-30,0,0
3327,,Brunei,2020-01-31,0,0
3328,,Brunei,2020-02-01,0,0
3329,,Brunei,2020-02-02,0,0
3330,,Brunei,2020-02-03,0,0
3331,,Brunei,2020-02-04,0,0
3332,,Brunei,2020-02-05,0,0
3333,,Brunei,2020-02-06,0,0
3334,,Brunei,2020-02-07,0,0
3335,,Brunei,2020-02-08,0,0
3336,,Brunei,2020-02-09,0,0
3337,,Brunei,2020-02-10,0,0
3338,,Brunei,2020-02-11,0,0
3339,,Brunei,2020-02-12,0,0
3340,,Brunei,2020-02-13,0,0
3341,,Brunei,2020-02-14,0,0
3342,,Brunei,2020-02-15,0,0
3343,,Brunei,2020-02-16,0,0
3344,,Brunei,2020-02-17,0,0
3345,,Brunei,2020-02-18,0,0
3346,,Brunei,2020-02-19,0,0
3347,,Brunei,2020-02-20,0,0
3348,,Brunei,2020-02-21,0,0
3349,,Brunei,2020-02-22,0,0
3350,,Brunei,2020-02-23,0,0
3351,,Brunei,2020-02-24,0,0
3352,,Brunei,2020-02-25,0,0
3353,,Brunei,2020-02-26,0,0
3354,,Brunei,2020-02-27,0,0
3355,,Brunei,2020-02-28,0,0
3356,,Brunei,2020-02-29,0,0
3357,,Brunei,2020-03-01,0,0
3358,,Brunei,2020-03-02,0,0
3359,,Brunei,2020-03-03,0,0
3360,,Brunei,2020-03-04,0,0
3361,,Brunei,2020-03-05,0,0
3362,,Brunei,2020-03-06,0,0
3363,,Brunei,2020-03-07,0,0
3364,,Brunei,2020-03-08,0,0
3365,,Brunei,2020-03-09,1,0
3366,,Brunei,2020-03-10,1,0
3367,,Brunei,2020-03-11,11,0
3368,,Brunei,2020-03-12,11,0
3369,,Brunei,2020-03-13,37,0
3370,,Brunei,2020-03-14,40,0
3371,,Brunei,2020-03-15,50,0
3372,,Brunei,2020-03-16,54,0
3373,,Brunei,2020-03-17,56,0
3374,,Brunei,2020-03-18,68,0
3375,,Brunei,2020-03-19,75,0
3376,,Brunei,2020-03-20,78,0
3377,,Brunei,2020-03-21,83,0
3378,,Brunei,2020-03-22,88,0
3379,,Brunei,2020-03-23,91,0
3380,,Brunei,2020-03-24,104,0
3381,,Brunei,2020-03-25,109,0
3382,,Brunei,2020-03-26,114,0
3383,,Brunei,2020-03-27,115,0
3384,,Brunei,2020-03-28,120,1
3385,,Brunei,2020-03-29,126,1
3386,,Brunei,2020-03-30,127,1
3387,,Brunei,2020-03-31,129,1
3388,,Brunei,2020-04-01,131,1
3389,,Brunei,2020-04-02,133,1
3390,,Brunei,2020-04-03,134,1
3391,,Brunei,2020-04-04,135,1
3425,,Bulgaria,2020-01-22,0,0
3426,,Bulgaria,2020-01-23,0,0
3427,,Bulgaria,2020-01-24,0,0
3428,,Bulgaria,2020-01-25,0,0
3429,,Bulgaria,2020-01-26,0,0
3430,,Bulgaria,2020-01-27,0,0
3431,,Bulgaria,2020-01-28,0,0
3432,,Bulgaria,2020-01-29,0,0
3433,,Bulgaria,2020-01-30,0,0
3434,,Bulgaria,2020-01-31,0,0
3435,,Bulgaria,2020-02-01,0,0
3436,,Bulgaria,2020-02-02,0,0
3437,,Bulgaria,2020-02-03,0,0
3438,,Bulgaria,2020-02-04,0,0
3439,,Bulgaria,2020-02-05,0,0
3440,,Bulgaria,2020-02-06,0,0
3441,,Bulgaria,2020-02-07,0,0
3442,,Bulgaria,2020-02-08,0,0
3443,,Bulgaria,2020-02-09,0,0
3444,,Bulgaria,2020-02-10,0,0
3445,,Bulgaria,2020-02-11,0,0
3446,,Bulgaria,2020-02-12,0,0
3447,,Bulgaria,2020-02-13,0,0
3448,,Bulgaria,2020-02-14,0,0
3449,,Bulgaria,2020-02-15,0,0
3450,,Bulgaria,2020-02-16,0,0
3451,,Bulgaria,2020-02-17,0,0
3452,,Bulgaria,2020-02-18,0,0
3453,,Bulgaria,2020-02-19,0,0
3454,,Bulgaria,2020-02-20,0,0
3455,,Bulgaria,2020-02-21,0,0
3456,,Bulgaria,2020-02-22,0,0
3457,,Bulgaria,2020-02-23,0,0
3458,,Bulgaria,2020-02-24,0,0
3459,,Bulgaria,2020-02-25,0,0
3460,,Bulgaria,2020-02-26,0,0
3461,,Bulgaria,2020-02-27,0,0
3462,,Bulgaria,2020-02-28,0,0
3463,,Bulgaria,2020-02-29,0,0
